symbol,sector,fullTimeEmployees,trailingAnnualDividendYield,payoutRatio,averageDailyVolume10Day,trailingAnnualDividendRate,averageVolume10days,dividendRate,beta,priceHint,trailingPE,regularMarketVolume,marketCap,averageVolume,priceToSalesTrailing12Months,forwardPE,fiveYearAvgDividendYield,dividendYield,enterpriseToRevenue,profitMargins,enterpriseToEbitda,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,priceToBook,heldPercentInsiders,shortRatio,enterpriseValue,earningsQuarterlyGrowth,pegRatio,shortPercentOfFloat,increment
SCPS,Healthcare,1,0.0,0.0,89420,0.0,89420,0.0,0.0,2,0.0,77108,145776000,467972,0,0.0,0.0,0.0,0.0,0.0,-14.166,0.0,0.0,0.00059999997,0.0,-10775270,0.0,0.0,0.0,0.026770001,0.03,147379392,0.0,0.0,0.0013,-0.06279288392720042
SCR,Communication Services,258,0.0,0.0,381920,0.0,381920,0.0,2.706727,2,0.0,819274,1482808320,302272,0,0.0,0.0,0.0,0.0,-2.3201199,0.0,0.0,0.0,0.0292,0.0,0,0.0,0.0,0.0,0.0,3.62,1046728000,0.0,0.0,0.0,-0.9965158637346028
SCS,Industrials,12700,0.02501507,0.5764,742000,0.415,742000,0.4,1.54117,2,22.510288,511948,1885656704,746269,0.65810096,49.727272,3.45,0.0241,0.746,0.03001,9.93,0.33,8.249,0.0152,0.94558,84300000,0.729,0.0,1.9893321,0.046680003,3.17,2138034944,-0.962,3.06,0.0226,0.23662390967073155
SCSC,Technology,2200,0.0,0.0,92120,0.0,92120,0.0,1.609425,2,0.0,62776,839909376,99327,0.28478533,12.35955,0.0,0.0,0.324,-0.08191,11.344,2.67,26.801,0.0124,0.97982,-92198000,-9.524,0.0,1.2312973,0.01977,3.19,956241280,0.0,0.94,0.018099999,0.16320052956655856
SCU,Financial Services,351,0.04398148,0.1767,181060,0.95,181060,2.88,1.450704,2,13.713376,421563,1219448448,210537,1.3594439,5.0658827,0.0,0.1333,1.505,0.19803,5.138,4.25,-10.586,0.0138,0.50963,170682000,1.57,0.0,0.0,0.21017,2.94,1349869952,3.522,2.11,0.0394,-0.023174245542206127
SCVL,Consumer Cyclical,2200,0.00630063,0.407,89080,0.35,89080,0.36,1.455579,2,66.62322,70952,793045440,130544,0.82373536,16.393585,1.08,0.0064999997,1.012,0.0125,27.39,3.43,21.499,0.0968,0.80214,12034000,0.844,0.0,2.6154704,0.38709998,8.02,974622720,0.069,3.82,0.1576,0.1847872024218586
SCVX,Financial Services,0,0.0,0.0,84720,0.0,84720,0.0,0.0,2,0.0,156260,286206240,183932,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.71301,-127284,0.0,0.0,0.0,0.0,0.22,285265344,0.0,0.0,0.0,-0.11668149783895886
SCWX,Technology,0,0.0,0.0,90060,0.0,90060,0.0,1.176533,2,0.0,84793,1189157120,95738,2.1195812,-72.299995,0.0,0.0,1.701,-0.03904,108.712,-0.2,8.183,0.0136,0.81463,-21902000,-0.27,0.0,1.7670782,0.19724001,16.71,954381248,0.0,9.93,0.1244,-0.08481013521592665
SCX,Industrials,1485,0.0,0.0,20620,0.0,20620,0.0,1.349945,2,0.0,25146,49467608,22511,0.25246692,0.0,0.0,0.0,0.345,-0.08116999,-12.042,0.0,8.175,0.0013,0.44446,-15904000,-2.272,0.0,0.8574924,0.12880999,0.28,67577096,2.061,0.0,0.0015,0.190152867195991
SCYX,Healthcare,27,0.0,0.0,312100,0.0,312100,0.0,2.1013,2,0.0,369944,166387264,727772,Infinity,-3.735931,0.0,0.0,0.0,0.0,-1.566,-2.31,0.885,0.0574,0.39221,-26932000,-3.226,0.0,9.751412,0.03717,1.54,77982616,0.0,0.0,0.0639,-0.020431361702887705
SCZ,0,0,0.0,0.0,2845820,0.0,2845820,0.0,0.0,2,0.0,1853483,0,1781574,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.01086349228612991
SD,Energy,114,0.0,0.0,522460,0.0,522460,0.0,3.410231,4,0.0,244078,159717152,526945,1.3891348,4.0550456,0.0,0.0,1.376,-2.41227,2.725,1.09,3.576,0.0105,0.55116004,-277352992,-7.771,0.0,1.236018,0.01274,0.78,158163696,0.0,0.0,0.0126,-0.15809522356305802
SDACU,Financial Services,0,0.0,0.0,252500,0.0,252500,0.0,0.0,2,0.0,294628,0,528248,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28944,0.0,0.0,0.0,0.0,0.44,62937500,0.0,0.0,0.0,-0.090497735994473
SDC,Healthcare,4000,0.0,0.0,6013040,0.0,6013040,0.0,0.0,2,0.0,3032903,4489247232,7031886,7.3912525,-58.1,0.0,0.0,2.374,-0.12902,-7.755,-0.2,3.439,0.0665,0.71372,-78366000,-1.115,0.0,3.3788893,0.0054699997,3.31,1442193280,0.0,-0.98,0.2914,-0.023529390079574906
SDCI,0,0,0.0,0.0,2480,0.0,2480,0.0,0.0,2,0.0,351,0,1176,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0171164401813546
SDD,0,0,0.0,0.0,23260,0.0,23260,0.0,0.0,2,0.0,26030,0,14112,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.16054419641487222
SDEF,0,0,0.0,0.0,60,0.0,60,0.0,0.0,2,0.0,31,0,3402,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.026598943566764708
SDEI,0,0,0.0,0.0,5120,0.0,5120,0.0,0.0,2,0.0,49,0,16631,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.11137644316556457
SDEM,0,0,0.0,0.0,22900,0.0,22900,0.0,0.0,2,0.0,30022,0,27545,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.01144878473090113
SDG,0,0,0.0,0.0,25880,0.0,25880,0.0,0.0,2,0.0,21806,0,36503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.018726993534533238
SDGA,0,0,0.0,0.0,1060,0.0,1060,0.0,0.0,2,0.0,382,0,947,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.01690798140595761
SDGR,Healthcare,445,0.0,0.0,1634360,0.0,1634360,0.0,0.0,2,0.0,1074251,5593982976,1114764,51.750618,0.0,0.0,0.0,45.914,-0.22631,-86.679,0.0,0.0,0.0414,0.53047,-24463000,0.0,0.0,0.0,0.31315002,3.32,4963058688,0.0,4.5,0.0837,-0.2392649485431728
SDH,Industrials,134,0.0,0.0,83640,0.0,83640,0.0,0.0,4,0.0,140655,93139200,270236,4.9986567,0.0,0.0,0.0,3.233,0.52553004,5.368,0.0,0.0,0.0011999999,0.0,9792185,0.0,0.0,0.0,0.0,0.04,60245008,0.02,0.0,0.0027,-0.16279069298552382
SDHY,,0,0.0,0.0,76620,0.0,76620,1.3,0.0,2,0.0,102800,0,50915,0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.05,0,0.0,0.0,0.0,-0.06699230723823332
SDIV,0,0,0.0,0.0,558340,0.0,558340,0.0,0.0,2,0.0,550950,0,501661,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.04072911985137293
SDOG,0,0,0.0,0.0,82360,0.0,82360,0.0,0.0,2,0.0,60726,0,55744,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08730982455016342
SDOW,0,0,0.0,0.0,18736340,0.0,18736340,0.0,0.0,2,0.0,12863799,0,10631118,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.14323139012817965
SDP,0,0,0.0,0.0,21620,0.0,21620,0.0,0.0,2,0.0,16062,0,6413,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.06471711629057302
SDPI,Energy,63,0.0,0.0,778540,0.0,778540,0.0,0.941495,4,0.0,690824,27154548,1438103,2.046218,-8.153846,0.0,0.0,2.44,-0.1997,-4220.707,-0.13,0.185,0.012999999,0.07462,-2650097,-0.11,0.0,5.729729,0.59378,0.15,32381264,0.0,0.0,0.024400001,-0.07826090021259681
SDS,0,0,0.0,0.0,16380920,0.0,16380920,0.0,0.0,2,0.0,10446867,0,12977200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.04074402477424569
SDVY,0,0,0.0,0.0,25720,0.0,25720,0.0,0.0,2,0.0,12487,0,10949,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08282230757409302
SDY,0,0,0.0,0.0,544340,0.0,544340,0.0,0.0,2,0.0,704117,0,694777,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.07560382473999466
SE,Communication Services,0,0.0,0.0,6136940,0.0,6136940,0.0,1.345132,2,0.0,3355515,120201715712,4192679,27.470509,-109.63982,0.0,0.0,25.622,-0.36978,-99.825,-2.11,6.837,0.0361,0.71200997,-1618055936,-3.39,0.0,33.83648,0.02158,4.47,112111378432,0.0,0.0,0.0,-0.17378572736467635
SEAC,Technology,179,0.0,0.0,635700,0.0,635700,0.0,0.828819,4,0.0,855815,48178304,1819898,1.3312969,-4.5714283,0.0,0.0,1.387,-0.4818,-4.927,-0.28,0.935,0.0147,0.27699,-17436000,-0.467,0.0,1.3689839,0.2551,0.31,50196764,0.0,-0.05,0.018,-0.0518518897895126
SEAH,Financial Services,0,0.0,0.0,234380,0.0,234380,0.0,0.0,2,0.0,82145,561374976,348069,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0,0.0,0.0,0.0,0.0,0.28,549012224,0.0,0.0,0.0,-0.04770992574807927
SEAS,Consumer Cyclical,2300,0.0,0.0,1307960,0.0,1307960,0.0,2.512459,2,0.0,767576,3925444864,1133200,9.091329,26.31579,0.0,0.0,13.46,-0.72334,-59.859,1.9,-1.35,0.0625,1.0892501,-312320992,-3.994,0.0,0.0,0.01641,3.78,5811797504,0.0,-3.83,0.096499994,0.2846865969252676
SEB,Industrials,13100,0.0024008004,0.0369,1460,9.0,1460,9.0,0.349404,2,15.47366,1273,4376233472,1211,0.614122,0.0,0.0,0.0023999999,0.607,0.03971,10.833,0.0,3288.309,0.0011999999,0.17824,283000000,243.645,0.0,1.1465102,0.80079,1.36,4322470400,0.48,0.0,0.0056,0.21306754891391272
SECO,Consumer Cyclical,1010,0.0,0.0,233140,0.0,233140,0.0,1.509255,4,6.300448,94195,198533808,282355,0,3.2674417,0.0,0.0,0.0,0.00468,0.0,0.86,4.328,0.0023,0.2226,0,0.446,0.0,0.6492606,3.0000001e-05,0.47,199240224,-0.643,0.0,0.0,-0.07868852894718184
SECT,0,0,0.0,0.0,76720,0.0,76720,0.0,0.0,2,0.0,62509,0,89067,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.016526786090444553
SEDG,Technology,3174,0.0,0.0,1083940,0.0,1083940,0.0,0.983206,2,111.73308,641332,15330567168,1220472,10.505633,47.706257,0.0,0.0,10.052,0.09616,85.797,6.23,21.058,0.0479,0.89169,140322000,2.66,0.0,14.113875,0.02431,2.16,14668354560,-0.665,3.1,0.048800003,-0.07695891031040944
SEE,Consumer Cyclical,16500,0.013876843,0.2065,1219420,0.64,1219420,0.64,1.241061,2,14.222292,1155809,7096840192,1152062,1.4473896,12.516394,1.53,0.0139,2.128,0.10257,10.708,3.66,1.114,0.014099999,0.94421,483900000,3.221,0.0,41.122086,0.00728,1.71,10434575360,0.363,1.73,0.0162,0.0530682952687496
SEED,Basic Materials,52,0.0,0.0,144540,0.0,144540,0.0,1.024377,2,0.0,126955,148690736,247189,0,0.0,0.0,0.0,0.0,-1.62362,0.0,0.0,5.761,0.003,0.05254,0,-2.955,0.0,4.539142,0.37102002,0.07,142496512,0.0,0.0,0.0043,0.02308294854912031
SEEL,Healthcare,9,0.0,0.0,63560680,0.0,63560680,0.0,2.811365,4,0.0,21129609,315705760,8561569,0,-9.795454,0.0,0.0,0.0,0.0,0.0,-0.44,0.047,0.0357,0.10092,-19101000,-0.427,0.0,91.70213,0.13375,0.56,309767584,0.0,0.0,0.0374,0.14627658343385277
SEER,Healthcare,0,0.0,0.0,554960,0.0,554960,0.0,0.0,2,0.0,383080,3194787328,423074,8451.818,0.0,0.0,0.0,1812.238,0.0,-27.772,0.0,0.0,0.024300002,0.26749,-24985000,0.0,0.0,0.0,0.27865,2.9,685025856,0.0,0.0,0.0325,-0.1507447832191364
SEF,0,0,0.0,0.0,9680,0.0,9680,0.0,0.0,2,0.0,1896,0,18669,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.06638195394208368
SEIC,Financial Services,3963,0.0119422795,0.24,423560,0.72,423560,0.74,1.110509,2,20.283333,282962,8733008896,510054,5.1856937,15.405063,1.11,0.0123000005,4.745,0.2656,16.591,3.95,12.134,0.0095999995,0.71184,447286016,3.0,0.0,5.0148344,0.16674,2.56,7991000576,-0.022,1.39,0.0146,0.04877624946620867
SEIX,0,0,0.0,0.0,100,0.0,100,0.0,0.0,2,0.0,175,0,476,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.00012089045464955602
SELB,Healthcare,43,0.0,0.0,1354440,0.0,1354440,0.0,1.098803,4,0.0,870930,491536512,2124600,29.615986,-11.375,0.0,0.0,22.685,0.0,-6.701,-0.4,-0.167,0.0642,0.6441,-68876000,-0.681,0.0,0.0,0.26035,2.66,376496544,0.0,0.0,0.075,-0.02985071743657227
SELF,Real Estate,33,0.053719003,0.0,30560,0.26,30560,0.26,0.659804,4,0.0,37517,45284008,30579,5.0062237,69.14286,5.96,0.0537,7.447,-0.00273,22.115,0.07,4.307,0.004,0.23261,-24726,-0.004,0.0,1.123752,0.09951,1.13,67363928,0.353,0.0,0.0042,0.0976379550153201
SEM,Healthcare,35100,0.0,0.0,1067200,0.0,1067200,0.0,1.438244,2,18.30825,665709,4757120000,604569,0.8599723,12.782608,0.0,0.0,1.66,0.04682,13.436,2.76,7.864,0.0219,0.77900004,250099008,1.927,0.0,4.4862666,0.17298001,5.87,9180832768,1.41,0.74,0.0421,0.2796517653179399
SENEA,Consumer Defensive,3200,0.0,0.0,79720,0.0,79720,0.0,0.849945,2,4.1525307,32716,540241728,41618,0.36733094,0.0,0.0,0.0,0.525,0.09008,4.764,0.0,55.453,0.010199999,0.73091006,131742000,14.384,0.0,1.0771284,0.14091,2.16,772114880,1.855,0.0,0.0175,0.1444721424397325
SENEB,Consumer Defensive,3200,0.0,0.0,800,0.0,800,0.0,0.849945,2,4.089961,726,539467008,616,0.36680418,0.0,0.0,0.0,0.45,0.09008,4.084,0.0,55.453,0.0,0.07915,131742000,14.384,0.0,1.0608984,0.73678,0.94,661859008,1.855,0.0,0.001,0.15715974930145796
SENS,Healthcare,82,0.0,0.0,49764340,0.0,49764340,0.0,0.470205,4,0.0,28439809,1194110336,56029311,241.28316,-15.8,0.0,0.0,251.645,0.0,-15.969,-0.2,-0.543,0.18370001,0.24418,-175168000,-0.769,0.0,0.0,0.51283,1.26,1245390976,0.0,-0.42,0.2053,-0.31749459876368386
SENT,0,0,0.0,0.0,11300,0.0,11300,0.0,0.0,2,0.0,9323,0,28734,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.010381210700759907
SEPZ,0,0,0.0,0.0,500,0.0,500,0.0,0.0,2,0.0,200,0,374,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.013025817255751387
SESN,Healthcare,25,0.0,0.0,3663160,0.0,3663160,0.0,0.716684,4,0.0,5386100,449245376,6710716,39.982677,71.0,0.0,0.0,29.187,0.0,-10.299,0.04,-0.134,0.015,0.17891,-41088000,-0.37,0.0,0.0,0.00057,0.24,327942304,0.0,0.0,0.015,-0.10410099501020763
SF,Financial Services,8407,0.00669344,0.109,537860,0.45,537860,0.6,1.502708,2,16.175482,374424,7063700480,656992,1.8997961,13.142578,0.0,0.0089,1.646,0.13541001,0.0,5.12,33.17,0.0188,0.87601995,476211008,4.16,0.0,2.0286405,0.03071,2.72,6118255104,0.442,-1.25,0.0223,0.14013813768782898
SFBC,Financial Services,0,0.015491867,0.44779998,5360,0.6,5360,0.68,1.047128,2,11.232201,1894,100219456,4867,2.947111,0.0,1.46,0.0176,-2.206,0.26281,0.0,0.0,33.314,0.0005,0.43026,8937000,3.441,0.0,1.1601729,0.15329,0.18,-75028000,0.868,0.0,0.0005,0.14858840336618395
SFBS,Financial Services,493,0.012240419,0.2316,283880,0.725,283880,0.8,1.208559,2,18.948881,199642,3208611840,186861,9.861334,17.444118,1.09,0.0139,5.591,0.52115,0.0,3.4,18.396,0.026199998,0.5528,169506000,3.13,0.2,3.2240705,0.099379994,7.74,1819041536,0.242,0.0,0.035,0.2621834274262192
SFE,Financial Services,0,0.0,0.0,100880,0.0,100880,0.0,1.238353,2,0.0,74801,162737216,119764,0,-8.354838,0.0,0.0,0.0,0.0,-17.705,-0.93,3.011,0.0233,0.65902,-37615000,-1.813,1.0,2.580538,0.0714,4.19,153286224,0.0,0.0,0.0248,0.02642005346497146
SFET,Technology,36,0.0,0.0,1384460,0.0,1384460,0.0,1.096406,4,0.0,488080,39868496,1291444,8.473644,0.0,0.0,0.0,-1.613,0.0,1.014,0.0,5.88,0.0045,0.00542,-14128000,-2.84,0.0,0.2772109,0.0012800001,0.07,-7590650,0.0,0.0,0.0,-0.2522936030656691
SFHY,0,0,0.0,0.0,740,0.0,740,0.0,0.0,2,0.0,410,0,1513,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0006133037819319038
SFIG,0,0,0.0,0.0,3020,0.0,3020,0.0,0.0,2,0.0,437,0,5101,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.006959180966855431
SFIX,Consumer Cyclical,8000,0.0,0.0,6749600,0.0,6749600,0.0,2.279428,2,0.0,4732276,6352046592,3331733,3.5101082,-117.117645,0.0,0.0,3.085,-0.04966,-59.553,-0.51,4.078,0.0851,0.94332004,-89868000,-0.871,0.0,14.646885,0.03836,3.43,5581910016,0.0,-11.04,0.1674,-0.24981163675229276
SFL,Industrials,0,0.099750616,0.0,1818320,0.8,1818320,0.6,1.169555,2,0.0,990698,953881728,1294940,2.0250244,14.945455,12.16,0.0723,6.224,-0.47644,9.721,0.55,6.856,0.0223,0.30471,-224424992,-2.059,0.0,1.1989498,0.2234,2.33,2931789568,0.0,-1.87,0.0291,0.08859411789036696
SFM,Consumer Defensive,33000,0.0,0.0,2595800,0.0,2595800,0.0,0.212892,2,10.209876,2388274,2926413824,2613491,0.45239183,12.282178,0.0,0.0,0.648,0.044439998,8.086,2.02,7.472,0.125,1.06682,287449984,2.43,0.0,3.320396,0.0040599997,5.53,4190048512,1.162,1.6,0.1612,0.13391226771295378
SFNC,Financial Services,2923,0.02080147,0.2944,841180,0.68,841180,0.72,0.954496,2,13.865801,515249,3462026496,591510,4.2587595,15.70098,2.34,0.022,2.515,0.31357,0.0,2.04,27.535,0.0315,0.81214994,254852000,2.31,0.0,1.1632468,0.0146200005,6.28,2044551168,0.005,2.59,0.043,0.14494251507612668
SFST,Financial Services,254,0.0,0.0,47960,0.0,47960,0.0,1.075297,2,22.717949,36779,414493824,29127,5.3414154,14.213903,0.0,0.0,5.22,0.23618999,0.0,3.74,29.371,0.0106,0.77834,18328000,2.34,0.0,1.8099486,0.07671,2.73,405052736,0.195,1.4,0.0114,0.24089635056177294
SFT,Consumer Cyclical,0,0.0,0.0,3515000,0.0,3515000,0.0,0.0,2,0.0,2445938,821422144,1848700,4.1969676,0.0,0.0,0.0,3.227,-0.3022,-8.807,0.0,0.0,0.045500003,0.28656,-59146000,0.0,0.0,0.0,0.21964,2.08,631561472,0.0,0.0,0.0626,-0.07815441927025595
SFTW,Financial Services,0,0.0,0.0,1582760,0.0,1582760,0.0,0.0,2,0.0,2070961,440377568,1833625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115,0.5992,-580088,0.0,0.0,0.0,0.0,0.15,439876192,0.0,0.0,0.014400001,-0.25683785767718015
SFUN,Communication Services,3359,0.032520324,0.0,6640,0.4,6640,0.0,1.317984,2,0.0,3158,112925456,17928,0.53966504,96.46154,0.0,0.0,2.254,-0.17709999,16.133,0.13,68.619,0.0034999999,0.40120998,-35793000,-3.935,10.0,0.18274821,0.01845,0.93,471736192,13.933,0.0,0.0,-0.06973290892466567
SFY,0,0,0.0,0.0,93220,0.0,93220,0.0,0.0,2,0.0,97692,0,105364,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.007644173318473069
SFYF,0,0,0.0,0.0,13780,0.0,13780,0.0,0.0,2,0.0,24963,0,12844,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.075703679685378
SFYX,0,0,0.0,0.0,14840,0.0,14840,0.0,0.0,2,0.0,14505,0,16959,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.01677604242132552
SGA,Communication Services,0,0.013195876,0.0,7460,0.32,7460,0.0,0.810942,2,0.0,27825,164802272,8406,1.7200408,0.0,3.21,0.0,1.186,-0.01997,10.479,0.0,31.411,0.0147,0.89383006,-1913000,-0.326,0.32,0.8754895,0.0222,11.4,113641664,-0.41,0.0,0.0332,0.38888894240596816
SGAM,Financial Services,0,0.0,0.0,19640,0.0,19640,0.0,0.0,2,0.0,16791,177711440,106184,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.05297,0,0.0,0.0,0.0,0.0,0.34,177841648,0.0,0.0,0.0,-0.04073715414160574
SGAMU,Financial Services,0,0.0,0.0,11380,0.0,11380,0.0,0.0,2,0.0,121,0,20776,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00745,0,0.0,0.0,0.0,0.0,0.2,185208832,0.0,0.0,0.0,-0.067028965006804
SGBX,Industrials,7,0.0,0.0,402460,0.0,402460,0.0,-5.381956,2,0.0,388807,50528800,1053511,29.013828,81.85714,0.0,0.0,22.168,0.0,-9.661,0.07,2.221,0.08979999,0.120170005,-7196300,-1.835,0.0,2.579919,0.1293,1.05,38606448,0.0,0.0,0.09,-0.07877810090779219
SGC,Consumer Cyclical,4600,0.011320755,0.113199994,72340,0.3,72340,0.4,0.847778,2,9.815094,54590,404281248,55788,0.7675784,14.291208,2.08,0.0150999995,0.944,0.07789,7.823,1.82,12.45,0.0105,0.42103,41026000,2.65,0.0,2.0891566,0.36422002,3.4,497105216,3.197,-1.38,0.0195,0.035017950557241065
SGDJ,0,0,0.0,0.0,34240,0.0,34240,0.0,0.0,2,0.0,33689,0,42730,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.028155814007815742
SGDM,0,0,0.0,0.0,43660,0.0,43660,0.0,0.0,2,0.0,42810,0,52110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.039850346823420625
SGEN,Healthcare,2092,0.0,0.0,1107720,0.0,1107720,0.0,0.957746,2,45.005936,600694,27477143552,1177816,12.630056,337.04446,0.0,0.0,11.41,0.28208,38.232,0.45,19.282,0.0173,0.95716006,613670016,3.37,0.0,7.8658853,0.00583,2.28,24822130688,5.469,-0.37,0.050100002,-0.038542008437747625
SGFY,Healthcare,1900,0.0,0.0,413560,0.0,413560,0.0,0.0,2,0.0,293810,7138341376,1682076,12.96937,0.0,0.0,0.0,2.223,-0.042150002,13.199,0.0,0.0,0.0068,0.0,-23200000,0.0,0.0,0.0,0.0,0.59,1223568512,0.0,0.0,0.0254,-0.22591273454126282
SGG,0,0,0.0,0.0,5100,0.0,5100,0.0,0.0,2,0.0,3058,0,3491,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.04454483323453718
SGH,Technology,1754,0.0,0.0,169520,0.0,169520,0.0,1.001724,2,2014.3479,141120,1096751616,258654,0.9603309,11.272506,0.0,0.0,1.049,0.00058,13.582,4.11,11.241,0.0884,1.03029,660000,0.023,0.0,4.1215196,0.04828,9.59,1197896320,8.049,0.54,0.1548,-0.06404036704940025
SGLB,Technology,21,0.0,0.0,80080,0.0,80080,0.0,1.439328,2,0.0,287818679,58882244,435437,76.33611,-7.8762884,0.0,0.0,19.411,0.0,-2.942,-0.97,1.04,0.0513,0.009,-7098159,-2.624,0.0,7.346154,0.048660003,0.95,14972491,0.0,0.0,0.051599998,0.6118143956541422
SGMA,Technology,3065,0.0,0.0,53560,0.0,53560,0.0,1.228602,2,0.0,153125,26226260,37437,0.098430425,0.0,0.0,0.0,0.283,-0.00145,9.824,0.0,13.831,0.0004,0.20583999,-386607,-0.1,0.0,0.4453763,0.22577,0.04,75390816,0.0,0.0,0.0004,0.0131578823536055
SGMO,Healthcare,413,0.0,0.0,1088140,0.0,1088140,0.0,1.796316,2,0.0,927600,1693943168,1861552,14.33213,-9.096154,0.0,0.0,8.909,-1.02372,-8.5,-1.3,3.507,0.109,0.58441,-120996000,-0.9,0.0,3.3718278,0.17596,9.65,1052914368,0.0,0.69,0.1091,-0.10484483155808652
